human,cause,country,birthdate,deathdate,gender_label,religion,occupation
Christian V of Denmark,accident,Denmark,1646-04-15T00:00:00Z,1699-08-25T00:00:00Z,male,Lutheranism,art collector
Susan Hayward,natural causes,United States of America,1917-06-30T00:00:00Z,1975-03-14T00:00:00Z,female,Catholic Church,television actor
Michael Williams,natural causes,United Kingdom,1935-07-09T00:00:00Z,2001-01-11T00:00:00Z,male,Catholic Church,television actor
Rosalind Russell,natural causes,United States of America,1907-06-04T00:00:00Z,1976-11-28T00:00:00Z,female,Catholic Church,television actor
Ōta Dōkan,homicide,Japan,1432-01-01T00:00:00Z,1486-09-03T00:00:00Z,male,Buddhism,tanka poet
Željko Ražnatović,homicide,Federal Republic of Yugoslavia,1952-04-17T00:00:00Z,2000-01-15T00:00:00Z,male,Serbian Orthodox Church,kickboxer
Adel Abu Rabia,homicide,Lebanon,1942-02-03T00:00:00Z,1984-12-14T00:00:00Z,male,Druze,commanding officer
Mitsuyo Miura,natural causes,Japan,1924-04-04T00:00:00Z,2014-10-30T00:00:00Z,male,Christianity,tanka poet
Adel Abu Rabia,homicide,Lebanon,1942-02-03T00:00:00Z,1984-12-14T00:00:00Z,male,Islam,commanding officer
Željko Ražnatović,homicide,Socialist Federal Republic of Yugoslavia,1952-04-17T00:00:00Z,2000-01-15T00:00:00Z,male,Serbian Orthodox Church,kickboxer
Verne Gagne,natural causes,United States of America,1926-02-26T00:00:00Z,2015-04-27T00:00:00Z,male,Catholicism,professional wrestler
Nicolae Iorga,homicide,Kingdom of Romania,1871-06-05T00:00:00Z,1940-11-27T00:00:00Z,male,Romanian Orthodox Church,literary historian
Alexander Pope,natural causes,Kingdom of England,1688-05-21T00:00:00Z,1744-05-30T00:00:00Z,male,Catholic Church,literary historian
Zviad Gamsakhurdia,suicide,Georgia,1939-03-31T00:00:00Z,1993-12-31T00:00:00Z,male,Georgian Orthodox Church,literary historian
Zviad Gamsakhurdia,suicide,Soviet Union,1939-03-31T00:00:00Z,1993-12-31T00:00:00Z,male,Georgian Orthodox Church,literary historian
Nicolae Iorga,homicide,Kingdom of Romania,1871-01-17T00:00:00Z,1940-11-27T00:00:00Z,male,Romanian Orthodox Church,literary historian
Alexander Pope,natural causes,Great Britain,1688-05-21T00:00:00Z,1744-05-30T00:00:00Z,male,Catholic Church,literary historian
Zviad Gamsakhurdia,homicide,Georgia,1939-03-31T00:00:00Z,1993-12-31T00:00:00Z,male,Georgian Orthodox Church,literary historian
Zviad Gamsakhurdia,homicide,Soviet Union,1939-03-31T00:00:00Z,1993-12-31T00:00:00Z,male,Georgian Orthodox Church,literary historian
Rubin Carter,natural causes,United States of America,1937-05-06T00:00:00Z,2014-04-20T00:00:00Z,male,Islam,boxer
Kyar Ba Nyein,natural causes,Myanmar,1923-09-01T00:00:00Z,1979-07-08T00:00:00Z,male,Islam,boxer
Kyar Ba Nyein,natural causes,Myanmar,1923-11-23T00:00:00Z,1979-07-08T00:00:00Z,male,Islam,boxer
Abrar Hussain,homicide,Pakistan,1961-02-09T00:00:00Z,2011-06-16T00:00:00Z,male,Christian,boxer
Rubin Carter,natural causes,Canada,1937-05-06T00:00:00Z,2014-04-20T00:00:00Z,male,apostasy in Catholicism,boxer
Bob Hope,natural causes,United Kingdom,1903-05-29T00:00:00Z,2003-07-27T00:00:00Z,male,Catholicism,boxer
George Wallace,natural causes,United States of America,1919-08-25T00:00:00Z,1998-09-13T00:00:00Z,male,Methodism,boxer
Joy Ali,suicide,Fiji,1978-12-22T00:00:00Z,2015-01-05T00:00:00Z,male,Islam,boxer
Kyar Ba Nyein,natural causes,Myanmar,1923-09-01T00:00:00Z,1979-01-01T00:00:00Z,male,Islam,boxer
Kyar Ba Nyein,natural causes,Myanmar,1923-11-23T00:00:00Z,1979-01-01T00:00:00Z,male,Islam,boxer
Rubin Carter,natural causes,United States of America,1937-05-06T00:00:00Z,2014-04-20T00:00:00Z,male,apostasy in Catholicism,boxer
Rubin Carter,natural causes,Canada,1937-05-06T00:00:00Z,2014-04-20T00:00:00Z,male,Islam,boxer
Muhammad Ali,natural causes,United States of America,1942-01-17T00:00:00Z,2016-06-03T00:00:00Z,male,Islam,boxer
Heywood Broun,natural causes,United States of America,1888-12-07T00:00:00Z,1939-12-18T00:00:00Z,male,Catholicism,sportswriter
Bob Hope,natural causes,United States of America,1903-05-29T00:00:00Z,2003-07-27T00:00:00Z,male,Catholicism,boxer
Matthew Saad Muhammad,natural causes,United States of America,1954-08-05T00:00:00Z,2014-05-25T00:00:00Z,male,Islam,boxer
Bob Hope,natural causes,United Kingdom of Great Britain and Ireland,1903-05-29T00:00:00Z,2003-07-27T00:00:00Z,male,Catholicism,boxer
José Fernández,accident,Cuba,1992-07-31T00:00:00Z,2016-09-25T00:00:00Z,male,apostasy in Catholicism,professional baseball player
Peter O'Toole,natural causes,United Kingdom,1932-08-02T00:00:00Z,2013-12-14T00:00:00Z,male,Roman Catholic,film actor
John Osborne,natural causes,United Kingdom,1929-12-12T00:00:00Z,1994-12-24T00:00:00Z,male,Satanis,film actor
Nebojša Glogovac,natural causes,Socialist Federal Republic of Yugoslavia,1969-08-30T00:00:00Z,2018-02-09T00:00:00Z,male,Eastern Orthodoxy,film actor
Mohammed Abdel Wahab,natural causes,Egypt,1901-03-13T00:00:00Z,1991-05-04T00:00:00Z,male,Islam,film actor
Fuad Poladov,natural causes,Azerbaijan,1948-05-24T00:00:00Z,2018-05-04T00:00:00Z,male,Islam,film actor
Claude Rich,natural causes,France,1929-02-08T00:00:00Z,2017-07-20T00:00:00Z,male,Roman Catholic,film actor
Harry Secombe,natural causes,United Kingdom,1921-09-08T00:00:00Z,2001-04-11T00:00:00Z,male,Anglicanism,film actor
Gamil Ratib,natural causes,France,1926-11-28T00:00:00Z,2018-09-19T00:00:00Z,male,Islam,film actor
Sarah Bernhardt,natural causes,France,1844-10-23T00:00:00Z,1923-03-26T00:00:00Z,female,Catholicism,film actor
Farrah Fawcett,natural causes,United States of America,1947-02-02T00:00:00Z,2009-06-25T00:00:00Z,female,Catholicism,film actor
Lucille Ball,natural causes,United States of America,1911-08-06T00:00:00Z,1989-04-26T00:00:00Z,female,Catholicism,film actor
Yves Montand,natural causes,France,1921-10-13T00:00:00Z,1991-11-09T00:00:00Z,male,Catholicism,film actor
Hebe Camargo,natural causes,Brazil,1929-03-08T00:00:00Z,2012-09-29T00:00:00Z,female,Catholicism,film actor
Bob Hope,natural causes,United Kingdom,1903-05-29T00:00:00Z,2003-07-27T00:00:00Z,male,Catholicism,film actor
Evel Knievel,natural causes,United States of America,1938-10-17T00:00:00Z,2007-11-30T00:00:00Z,male,Christianity,film actor
Mohammed Rafi,natural causes,British India,1924-12-24T00:00:00Z,1980-07-31T00:00:00Z,male,Sunni Islam,film actor
Nebojša Glogovac,natural causes,Serbia,1969-08-30T00:00:00Z,2018-02-09T00:00:00Z,male,Eastern Orthodoxy,film actor
Alfred Hitchcock,natural causes,United Kingdom,1899-08-13T00:00:00Z,1980-04-29T00:00:00Z,male,Catholicism,film actor
Sihung Lung,natural causes,Taiwan,1930-01-01T00:00:00Z,2002-05-02T00:00:00Z,male,Catholicism,film actor
Razak Khan,natural causes,India,1951-03-28T00:00:00Z,2016-06-01T00:00:00Z,male,Islam,film actor
Josephine Baker,natural causes,France,1906-06-03T00:00:00Z,1975-04-12T00:00:00Z,female,Catholicism,film actor
Sabu Dastagir,natural causes,India,1924-01-27T00:00:00Z,1963-12-02T00:00:00Z,male,Islam,film actor
Jacques Tati,natural causes,France,1907-10-09T00:00:00Z,1982-11-04T00:00:00Z,male,Catholicism,film actor
Leonard Cohen,accident,Canada,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z,male,Buddhism,film actor
Boris Karloff,natural causes,United Kingdom,1887-11-23T00:00:00Z,1969-02-02T00:00:00Z,male,Anglicanism,film actor
Robert Harron,suicide,United States of America,1893-04-12T00:00:00Z,1920-09-05T00:00:00Z,male,Catholicism,film actor
Małgorzata Braunek,natural causes,Poland,1947-01-30T00:00:00Z,2014-06-23T00:00:00Z,female,Buddhism,film actor
Vitaly Churkin,natural causes,Russia,1952-02-21T00:00:00Z,2017-02-20T00:00:00Z,male,Eastern Orthodoxy,film actor
Natasha Richardson,accident,United States of America,1963-05-11T00:00:00Z,2009-03-18T00:00:00Z,female,Catholicism,film actor
Vitaly Churkin,natural causes,Soviet Union,1952-02-21T00:00:00Z,2017-02-20T00:00:00Z,male,Eastern Orthodoxy,film actor
Gregory Peck,natural causes,United States of America,1916-04-05T00:00:00Z,2003-06-12T00:00:00Z,male,Catholicism,film actor
Spencer Tracy,natural causes,United States of America,1900-04-05T00:00:00Z,1967-06-10T00:00:00Z,male,Roman Catholic,film actor
Feroz Khan,natural causes,Dominion of India,1939-09-25T00:00:00Z,2009-04-27T00:00:00Z,male,Islam,film actor
Sabu Dastagir,natural causes,Dominion of India,1924-01-27T00:00:00Z,1963-12-02T00:00:00Z,male,Islam,film actor
Nour El-Sherif,natural causes,Egypt,1946-04-28T00:00:00Z,2015-08-11T00:00:00Z,male,Islam,film actor
Josephine Baker,natural causes,United States of America,1906-06-03T00:00:00Z,1975-04-12T00:00:00Z,female,Catholicism,film actor
Danilo Lazović,natural causes,Serbia,1951-11-25T00:00:00Z,2006-03-25T00:00:00Z,male,Eastern Orthodoxy,film actor
Mary Pickford,natural causes,Canada,1892-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Catholicism,film actor
Mary Pickford,natural causes,Canada,1893-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Catholicism,film actor
Judy Garland,accident,United States of America,1922-06-10T00:00:00Z,1969-06-22T00:00:00Z,female,Anglicanism,film actor
Katy Jurado,natural causes,Mexico,1924-01-16T00:00:00Z,2002-07-05T00:00:00Z,female,Catholicism,film actor
François Truffaut,natural causes,France,1932-02-06T00:00:00Z,1984-10-21T00:00:00Z,male,Catholicism,film actor
Omar Sharif,natural causes,Egypt,1932-04-10T00:00:00Z,2015-07-10T00:00:00Z,male,Christianity,film actor
Frank Sinatra,natural causes,United States of America,1915-12-12T00:00:00Z,1998-05-14T00:00:00Z,male,Catholicism,film actor
Burt Lancaster,natural causes,United States of America,1913-11-02T00:00:00Z,1994-10-20T00:00:00Z,male,Lapsed Catholic,film actor
Bob Hoskins,natural causes,United Kingdom,1942-10-26T00:00:00Z,2014-04-29T00:00:00Z,male,Anglicanism,film actor
Gamil Ratib,natural causes,Egypt,1926-11-28T00:00:00Z,2018-09-19T00:00:00Z,male,Islam,film actor
Velimir Bata Živojinović,natural causes,Yugoslavia,1933-06-05T00:00:00Z,2016-05-22T00:00:00Z,male,Eastern Orthodoxy,film actor
Wendell Corey,natural causes,United States of America,1914-03-20T00:00:00Z,1968-11-08T00:00:00Z,male,congregational church,film actor
Leslie Cheung,suicide,Hong Kong,1956-09-12T00:00:00Z,2003-04-01T00:00:00Z,male,Buddhism,film actor
John Hurt,natural causes,United Kingdom,1940-01-22T00:00:00Z,2017-01-25T00:00:00Z,male,Anglicanism,film actor
Gene Kelly,natural causes,United States of America,1912-08-23T00:00:00Z,1996-02-02T00:00:00Z,male,Lapsed Catholic,film actor
Raymond Massey,natural causes,Canada,1896-08-30T00:00:00Z,1983-07-29T00:00:00Z,male,Anglicanism,film actor
Velimir Bata Živojinović,natural causes,Serbia,1933-06-05T00:00:00Z,2016-05-22T00:00:00Z,male,Eastern Orthodoxy,film actor
Hal Smith,natural causes,United States of America,1916-08-24T00:00:00Z,1994-01-28T00:00:00Z,male,congregational church,film actor
Teresa Teng,natural causes,Taiwan,1953-01-29T00:00:00Z,1995-05-08T00:00:00Z,female,Catholicism,film actor
Walt Disney,natural causes,United States of America,1901-12-05T00:00:00Z,1966-12-15T00:00:00Z,male,congregational church,film actor
Fuad Poladov,natural causes,Soviet Union,1948-05-24T00:00:00Z,2018-05-04T00:00:00Z,male,Islam,film actor
Rita Hayworth,natural causes,Spain,1918-10-17T00:00:00Z,1987-05-14T00:00:00Z,female,Roman Catholic,film actor
Nour El-Sherif,natural causes,Republic of Egypt,1946-04-28T00:00:00Z,2015-08-11T00:00:00Z,male,Islam,film actor
Mary Ure,suicide,United Kingdom,1933-02-18T00:00:00Z,1975-04-03T00:00:00Z,female,Catholicism,film actor
Debbie Reynolds,natural causes,United States of America,1932-04-01T00:00:00Z,2016-12-28T00:00:00Z,female,Church of the Nazarene,film actor
Yves Montand,natural causes,Kingdom of Italy,1921-10-13T00:00:00Z,1991-11-09T00:00:00Z,male,Catholicism,film actor
Mohammed Rafi,natural causes,India,1924-12-24T00:00:00Z,1980-07-31T00:00:00Z,male,Sunni Islam,film actor
Peter O'Toole,natural causes,Ireland,1932-08-02T00:00:00Z,2013-12-14T00:00:00Z,male,Roman Catholic,film actor
Penny Marshall,natural causes,United States of America,1943-10-15T00:00:00Z,2018-12-17T00:00:00Z,female,congregational church,film actor
Flora Robson,natural causes,United Kingdom,1902-03-28T00:00:00Z,1984-07-07T00:00:00Z,female,Anglicanism,film actor
Charles Boyer,suicide,France,1899-08-28T00:00:00Z,1978-08-26T00:00:00Z,male,Catholicism,film actor
Nebojša Glogovac,natural causes,Federal Republic of Yugoslavia,1969-08-30T00:00:00Z,2018-02-09T00:00:00Z,male,Eastern Orthodoxy,film actor
Rubén Aguirre del qlo,natural causes,Mexico,1934-06-15T00:00:00Z,2016-06-17T00:00:00Z,male,Catholicism,film actor
Pavle Vujisić,natural causes,Socialist Federal Republic of Yugoslavia,1926-07-10T00:00:00Z,1988-10-01T00:00:00Z,male,Eastern Orthodoxy,film actor
Bob Hope,natural causes,United States of America,1903-05-29T00:00:00Z,2003-07-27T00:00:00Z,male,Catholicism,film actor
Dean Martin,natural causes,United States of America,1917-06-07T00:00:00Z,1995-12-25T00:00:00Z,male,Lapsed Catholic,film actor
Omar Sharif,natural causes,Egypt,1932-04-10T00:00:00Z,2015-07-10T00:00:00Z,male,Islam,film actor
Mary Pickford,natural causes,United States of America,1892-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Catholicism,film actor
Alfred Hitchcock,natural causes,United States of America,1899-08-13T00:00:00Z,1980-04-29T00:00:00Z,male,Catholicism,film actor
Mary Pickford,natural causes,United States of America,1893-04-08T00:00:00Z,1979-05-29T00:00:00Z,female,Catholicism,film actor
Natasha Richardson,accident,United Kingdom,1963-05-11T00:00:00Z,2009-03-18T00:00:00Z,female,Catholicism,film actor
Nebojša Glogovac,natural causes,Serbia and Montenegro,1969-08-30T00:00:00Z,2018-02-09T00:00:00Z,male,Eastern Orthodoxy,film actor
Pavle Vujisić,natural causes,Kingdom of Yugoslavia,1926-07-10T00:00:00Z,1988-10-01T00:00:00Z,male,Eastern Orthodoxy,film actor
Saeed Jaffrey,natural causes,United Kingdom,1929-01-08T00:00:00Z,2015-11-15T00:00:00Z,male,Islam,film actor
Irrfan Khan,natural causes,India,1967-01-07T00:00:00Z,2020-04-29T00:00:00Z,male,Islam,film actor
Mary Tyler Moore,natural causes,United States of America,1936-12-29T00:00:00Z,2017-01-25T00:00:00Z,female,Catholicism,film actor
Bob Hope,natural causes,United Kingdom of Great Britain and Ireland,1903-05-29T00:00:00Z,2003-07-27T00:00:00Z,male,Catholicism,film actor
Sabu Dastagir,natural causes,United States of America,1924-01-27T00:00:00Z,1963-12-02T00:00:00Z,male,Islam,film actor
Saeed Jaffrey,natural causes,India,1929-01-08T00:00:00Z,2015-11-15T00:00:00Z,male,Islam,film actor
Leslie Cheung,suicide,Canada,1956-09-12T00:00:00Z,2003-04-01T00:00:00Z,male,Buddhism,film actor
Alfred Hitchcock,natural causes,United Kingdom of Great Britain and Ireland,1899-08-13T00:00:00Z,1980-04-29T00:00:00Z,male,Catholicism,film actor
Chespirito,natural causes,Mexico,1929-02-21T00:00:00Z,2014-11-28T00:00:00Z,male,Catholicism,film actor
Mohammed Rafi,natural causes,Dominion of India,1924-12-24T00:00:00Z,1980-07-31T00:00:00Z,male,Sunni Islam,film actor
Boris Karloff,natural causes,United States of America,1887-11-23T00:00:00Z,1969-02-02T00:00:00Z,male,Anglicanism,film actor
Stepin Fetchit,natural causes,United States of America,1902-05-30T00:00:00Z,1985-11-19T00:00:00Z,male,Islam,film actor
Yves Montand,natural causes,Italy,1921-10-13T00:00:00Z,1991-11-09T00:00:00Z,male,Catholicism,film actor
Jacques Tati,natural causes,France,1907-10-09T00:00:00Z,1982-11-05T00:00:00Z,male,Catholicism,film actor
Charlie Chaplin,natural causes,United Kingdom,1889-04-16T00:00:00Z,1977-12-25T00:00:00Z,male,agnosticism,film actor
Yukio Mishima,suicide,Japan,1925-01-14T00:00:00Z,1970-11-25T00:00:00Z,male,Buddhism,film actor
Stan Lee,natural causes,United States of America,1922-12-28T00:00:00Z,2018-11-12T00:00:00Z,male,agnosticism,film actor
Rita Hayworth,natural causes,United States of America,1918-10-17T00:00:00Z,1987-05-14T00:00:00Z,female,Roman Catholic,film actor
Aaliyah,accident,United States of America,1979-01-16T00:00:00Z,2001-08-25T00:00:00Z,female,Catholicism,film actor
Raymond Massey,natural causes,United States of America,1896-08-30T00:00:00Z,1983-07-29T00:00:00Z,male,Anglicanism,film actor
Sonny Bono,accident,United States of America,1935-02-16T00:00:00Z,1998-01-05T00:00:00Z,male,Scientology,television actor
Albert Hague,natural causes,United States of America,1920-10-13T00:00:00Z,2001-11-12T00:00:00Z,male,Lutheranism,television actor
Don DeFore,natural causes,United States of America,1913-08-25T00:00:00Z,1993-12-22T00:00:00Z,male,Lutheranism,television actor
Peter Ustinov,natural causes,United Kingdom,1921-04-16T00:00:00Z,2004-03-28T00:00:00Z,male,Lutheranism,television actor
Ethel Merman,natural causes,United States of America,1908-01-16T00:00:00Z,1984-02-15T00:00:00Z,female,Episcopal Church,television actor
Nancy Reagan,natural causes,United States of America,1921-07-06T00:00:00Z,2016-03-06T00:00:00Z,female,Presbyterianism,television actor
Nancy Reagan,natural causes,United States of America,1923-07-06T00:00:00Z,2016-03-06T00:00:00Z,female,Presbyterianism,television actor
Yolanda King,natural causes,United States of America,1955-11-17T00:00:00Z,2007-05-15T00:00:00Z,female,Baptists,television actor
Fred Berry,natural causes,United States of America,1951-03-19T00:00:00Z,2003-10-22T00:00:00Z,male,Baptists,television actor
Eduardo Palomo,natural causes,Mexico,1962-05-13T00:00:00Z,2003-11-06T00:00:00Z,male,Scientology,television actor
